	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
283044	Allianz Global Investors GmbH	283044	Allianz US Small Cap Equity AT USD	0.83	NA	USA och Nordamerika	A	NA	4	-	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
823096	AMF Fonder AB	823096	AMF Aktiefond Asien Stilla Havet	0.18	NA	Asien	A	M/E	18	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002572313	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
538462	AMF Fonder AB	538462	AMF Aktiefond Europa	0.18	NA	Europa	A	M/E	13	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000739153	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
908277	AMF Fonder AB	908277	AMF Aktiefond Global	0.18	NA	Global	A	M/E	11	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000862278	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning
229682	AMF Fonder AB	229682	AMF Aktiefond Mix	0.18	NA	Global och Sverige	A	M/E	10	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004324416	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
520692	AMF Fonder AB	520692	AMF Aktiefond Nordamerika	0.18	NA	USA och Nordamerika	A	M/E	8	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002042283	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
269357	AMF Fonder AB	269357	AMF Aktiefond Småbolag	0.20	NA	Sverige småbolag	A	M/E	10	19	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001185000	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
681783	AMF Fonder AB	681783	AMF Aktiefond Sverige	0.18	NA	Sverige	A	M/E	8	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000739195	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
645952	AMF Fonder AB	645952	AMF Aktiefond Världen	0.18	NA	Global och Sverige	A	M/E	9	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000739161	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
610121	AMF Fonder AB	610121	AMF Balansfond	0.18	NA	Varierande	B	M/E	6	10	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000739179	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
574293	AMF Fonder AB	574293	AMF Räntefond Lång	0.10	NA	Sverige lång och realränta	R	M/E	1	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000739187	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
265512	AMF Fonder AB	265512	AMF Räntefond Mix	0.10	NA	Sverige lång och realränta	R	M/E	0	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004324424	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
305185	AMF Fonder AB	305185	AMF Räntefond kort	0.10	NA	Sverige kortränta	R	M/E	0	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001184961	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ							Fonden investerar inte i bolag som bryter mot icke-spridningsfördraget kring kärnvapen.					Vid alla investeringar ska bolagens koldioxidavtryck beaktas i investeringsbeslutet. Därutöver ska AMF helt undvika investeringar i bolag där utvinning av förbränningskol överstiger 10 procent av bolagets omsättning.
303230	Amundi Luxembourg S.A.	303230	Amundi Funds Absolute Volatility World	0.54	RES	Varierande	B	NA	-26	-1	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
305003	Amundi Luxembourg S.A.	305003	Amundi Funds CPR Global Gold Mines	0.73	RES	Råvaror och energi	A	NA	-5	-4	mycket hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
233346	Amundi Luxembourg S.A.	233346	Amundi Funds CPR Global Lifestyles	0.73	RES	Övriga branscher	A	NA	13	16	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
918367	Amundi Luxembourg S.A.	918367	Amundi Funds CPR Global Resources	0.73	RES	Råvaror och energi	A	NA	2	7	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
169060	Amundi Luxembourg S.A.	169060	Amundi Funds Equity ASEAN	0.76	RES	Asien	A	NA	11	6	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
166173	Amundi Luxembourg S.A.	166173	Amundi Funds Equity Asia Concentrated	0.76	RES	Asien	A	NA	30	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
819904	Amundi Luxembourg S.A.	819904	Amundi Funds Equity Emerging Conservative	0.76	RES	Nya marknader	A	NA	27	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
161687	Amundi Luxembourg S.A.	161687	Amundi Funds Equity Emerging World	0.70	RES	Nya marknader	A	NA	20	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
125856	Amundi Luxembourg S.A.	125856	Amundi Funds Equity Euro Concentrated	0.60	RES	Europa	A	NA	13	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
707638	Amundi Luxembourg S.A.	707638	Amundi Funds Equity Europe Concentrated	0.60	RES	Europa	A	NA	10	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
103309	Amundi Luxembourg S.A.	103309	Amundi Funds Equity Europe Conservative	0.61	RES	Europa	A	NA	11	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
704502	Amundi Luxembourg S.A.	704502	Amundi Funds Equity Global Concentrated	0.60	RES	Global	A	NA	6	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
728824	Amundi Luxembourg S.A.	728824	Amundi Funds Equity Global Conservative	0.60	RES	Global	A	NA	4	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
197632	Amundi Luxembourg S.A.	197632	Amundi Funds Equity Greater China	0.76	RES	Kina	A	NA	24	16	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
174490	Amundi Luxembourg S.A.	174490	Amundi Funds Equity Japan Value	0.67	NA	Japan	A	NA	12	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
204891	Amundi Luxembourg S.A.	204891	Amundi Funds Equity Latin America	0.76	RES	Latinamerika	A	NA	11	3	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
197517	Amundi Luxembourg S.A.	197517	Amundi Funds Equity US Relative Value	0.73	RES	USA och Nordamerika	A	NA	2	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
233460	Amundi Luxembourg S.A.	233460	Amundi Funds SBI FM Equity India	0.76	RES	Indien	A	NA	31	25	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
882530	Amundi Luxembourg S.A.	882530	Amundi Funds Wells Fargo US MID Cap	0.73	RES	USA och Nordamerika	A	NA	13	16	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
717371	AS Trigon Asset Management	717371	Trigon Baltic Fund	0.89	NA	Östeuropa	A	NA	18	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
516914	AS Trigon Asset Management	516914	Trigon Russia Top Picks Fund	0.89	NA	Ryssland	A	NA	0	8	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
789503	Atlant Fonder AB	789503	Atlant Sharp Europe	0.62	NA	Varierande	B	NA	8	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
734491	Avanza Fonder AB	734491	Avanza Zero - Fonden utan avgifter	0.00	NA	Sverige	A	NA	8	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
666313	Avaron Asset Management, AS	666313	Avaron Emerging Europe Fund	0.89	NA	Östeuropa	A	M/E	20	9	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
288183	Aviva Investors Luxembourg S.A.	288183	Aviva Investors - Emerging Europe Equity Fund	0.89	NA	Östeuropa	A	NA	20	7	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
543892	Aviva Investors Luxembourg S.A.	543892	Aviva Investors - European Corporate Bond Fund	0.42	NA	Europa ränta	R	NA	5	7	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
579722	Aviva Investors Luxembourg S.A.	579722	Aviva Investors - European Equity Fund	0.80	NA	Europa	A	NA	16	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
252353	Aviva Investors Luxembourg S.A.	252353	Aviva Investors - European Real Estate Securities Fund	0.85	NA	Fastighet	A	NA	15	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
999359	Aviva Investors Luxembourg S.A.	999359	Aviva Investors - Global Convertibles Fund	0.62	NA	Varierande	B	NA	0	9	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
281212	AXA Rosenberg Management Ireland Ltd	281212	Axa Rosenberg All Country Asia Pacific Ex- Japan Equity Alpha Fund	0.68	NA	Asien	A	NA	22	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
245381	AXA Rosenberg Management Ireland Ltd	245381	Axa Rosenberg All Country Asia Pacific Ex- Japan Small Cap Alpha	0.68	NA	Asien	A	NA	11	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
151001	AXA Rosenberg Management Ireland Ltd	151001	Axa Rosenberg Eurobloc Equity Alpha Fund	0.62	NA	Europa	A	NA	16	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
294322	AXA Rosenberg Management Ireland Ltd	294322	Axa Rosenberg Global Equity Alpha Fund	0.61	NA	Global	A	NA	11	17	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
317040	AXA Rosenberg Management Ireland Ltd	317040	Axa Rosenberg Global Small Cap Alpha Fund B	0.66	NA	Global	A	NA	7	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
365981	AXA Rosenberg Management Ireland Ltd	365981	Axa Rosenberg Japan Equity Alpha Fund	0.63	NA	Japan	A	NA	16	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
652628	AXA Rosenberg Management Ireland Ltd	652628	Axa Rosenberg Japan Small Cap Alpha Fund	0.70	NA	Japan	A	NA	21	17	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
401810	AXA Rosenberg Management Ireland Ltd	401810	Axa Rosenberg Pacific Ex-Japan Equity Alpha Fund	0.61	NA	Asien	A	NA	13	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
473470	AXA Rosenberg Management Ireland Ltd	473470	Axa Rosenberg Pan-European Equity Alpha Fund	0.62	NA	Europa	A	NA	12	10	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
352872	AXA Rosenberg Management Ireland Ltd	352872	Axa Rosenberg US Enhanced Index Equity Alpha Fund	0.40	NA	USA och Nordamerika	A	NA	9	20	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
616797	AXA Rosenberg Management Ireland Ltd	616797	Axa Rosenberg US Equity Alpha Fund	0.59	NA	USA och Nordamerika	A	NA	9	19	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
